text,data
"Emilio Miraglio's ""The Red Queen Kills Seven Times"" (1972) is just about the most perfect example of a giallo that I have ever seen, mixing all the requisite elements into one sinister stew indeed. First of all, and of paramount importance for me, it has a complex, twisty plot that ultimately makes perfect sense, and the killer here does not come completely out of left field at the end. The story, concerning a series of gruesome murders (you already know how many from the film's title, right?) that takes place in seeming fulfillment of an ancient prophecy concerning two sisters, is an involving one, and the murderer, a red-cloaked figure with the insane laugh of a madwoman, is both frightening and memorable. Every great giallo requires some lovely lead actresses, and here we have quite an assortment, headed by the ridiculously beautiful Barbara Bouchet as one of the two sisters and, in one of her earlier roles, Sybil Danning, as a lustful tramp at Barbara's fashion house. Another necessary ingredient of a superior giallo is a catchy, hummable score, and Bruno Nicolai provides one for this film that should stay with you for days. Gorgeous scenery? Check again. Filmed largely in Wurzburg, Germany, the picture is a treat for the eye indeed. OK, OK, but what about those murders? After all, isn't that what gialli are all about? Well, I'm pleased to report that most viewers should be well satisfied with the various knifings, shootings, impalements and other carnage that this film tastefully dishes out...not to mention the crypts, freaky dream sequence, rats and bats (and LOTS of 'em, too!), the drug references, a rape scene, the obligatory red herrings and, in the person of Ugo Pagliai, a hunky leading man for the female viewers. As I said, a perfect giallo. And even better, this DVD is from the fine folks at No Shame, and you know what that means: a gorgeous print and loads of extras, to boot! Thanks, guys!",1
"I'm a fan of independent film. Dialogue driven, character study pieces are where it's at for me. Some of the other posts are right: ""Wannabes"" isn't going to rival ""The Godfather"" for best mob film ever. On the other hand, ""Wannabes"" is a well-written and well-directed picture that has surprisingly good performances from every actor/actress. My problem with one of the other reviews:- Conor Dubin stands out as the only Irishman in a cast of Italians- Dubin is a Jewish last name, and as such has a dark complexion, not a traditional ruddy one of an Irishman. He doesn't stand out at all, rather, delivers a great performance.This didn't win many awards, but it is deserving of a Saturday night with a bowl of popcorn. I found it for 7 bucks at Blockbuster and was pleasantly surprised to say the least! Highly recommended.",1
"One of the best musicals ever made, this is an example of where the producers and director were not afraid to pick actors for their talent, rather than for what people might expect. The lighting and set are unique, giving it a very interesting effect (this has a special name that I cannot think of). The dialog is also unique in that no contractions are used. The movie is well paced, beautifully acted and interesting from start to finish. A real joy is the MUSIC. Such an array of first-rate songs, from beginning to end, that are perfectly performed and orchestrated. Also, the music is very original and very memorable, and I think superior to many musicals from the thirties through the sixties. It certainly has more original and beautiful songs than most musicals, that might have only two or three. Not bad for a director with no experience in this type of movie. Another quality is that it is fresh each time one sees it.",1
"As a fan of author John le Carre I've slowly been working my way through both his books and the adaptations of them. I found this 1987 adaptation of le Carre's masterwork at my local library and sat down to watch it thinking I would know what to expect. I was surprised to discover that my expectations were exceeded in this miniseries, a fine cross between a spy thriller and a human drama.Peter Egan gives a great performance as Magnus Pym, the perfect spy of the title. Carrying on in the long tradition of le Carre's strong main characters, Pym is also quite possibly the best. Egan plays Pym (who in fact contains many shades of author le Carre) as a man forced to spend his entire life lying and betraying sometimes out of circumstance and other times just to survive with the consequence of him becoming ""a perfect spy"". Egan plays Pym to perfection as a man always on the run, if not from others then from himself. Egan alone makes the six or so hours of this miniseries worth seeing from his performance alone.Surronding Egan is a fantastic supporting cast. Ray McAnally gives one of his finest performances as Pym's con man father Rick who (as le Carre has said) is based strongly on the author's own father. McAnally plays a man who comes in and out of Pym's life and is one of the those responsible for Pym becoming ""a perfect spy"". In fact if it wasn't for McAnally's performance a year after this in A Very British Coup this would the finest performance of his sadly too short career.The rest of the supporting is excellent as well. From Caroline John as Pym's mother to Alan Howard as his spy mentor to Rüdiger Weigang as the young Pym's friend turned controller to Jane Booker as Pym's wife the supporting cast is fantastic. Special mention should be made of the three young actors who played the younger Pym (Jonathan Haley, Nicholas Haley and Benedict Taylor) who establish the young man who would become the man played so well By Peter Egan.The production values of the miniseries are strong as well. As the miniseries adaptations of Tinker, Tailor, Soldier, Spy and Smiley's People proved these stories can only be told in miniseries format. The locations are excellent from the English locations to the those scattered across Eastern Europe and the USA as are the sets by Chris Edwards. The cinematography of Elmer Cossey adds an extra layer of realism to the world of the miniseries. Yet the highlight of the miniseries is really the script.Screenwrtier Arthur Hopcraft tackled the job of adapting the six hundred or so page novel excellently. The novel was largely (at least in its early parts) autobiographical in that Pym's early life echoed much of John le Carre's life. The script for this miniseries is no exception as it traces the development of Magnus Pym from young boy to ""a perfect spy"". Never once does the miniseries deviate from its purpose of telling a fine human drama in the context of the world of espionage. If one ever wants proof that a spy thriller can be tense and fascinating without ever having one gun fight, fist fight, or James Bond style car chase this would be the proof. While the miniseries is six plus hours long it never wastes a moment and it all the better for it.Though it might be overlong for some for those who don't have very short attention spans here is a must see. From the performances of Peter Egan and Ray McAnally to fine production values and a fine literary script A Perfect Spy is one of the finest miniseries who can expect to see. It is a fascinating trip down the history of the Cold War yet it is more then that. It is also a trip down what John le Carre has called ""the secret path"": the path of the spy the man who must lie and betray to survive. As much a human drama as a spy thriller A Perfect Spy isn't to be missed.",1
"I have just seen this broadcast on Channel 4. Having seen some of the earlier comments here I think I would like to state firstly that I am not in favour of the death penalty. With that out of the way, I was expecting great things of this film, but it just didn't quite deliver. Dead Man Walking is very cleanly done, with good performances all round, and a good script. In fact it's hard to fault it artistically. However, I felt that although it attempted to confront the issues surrounding capital punishment, it seemed to become sidetracked by the religious/moral stance (hardly surprising given that the main character is a nun). Although I'm not a heartless individual, I didn't really empathise with any of the characters in the story. If you don't take religion seriously then you probably won't see much in this film. I think that Peter Medak's Let Him Have It was a much more powerful and moving film, and I would strongly recommend anyone considering watching this to go and see that.",1
"Frank Horrigan (Clint Eastwood) is a secret service agent plagued with guilt over the assassination of President John F. Kennedy, while he was on duty. Thirty years later and the current president is entering a re-election campaign, but he is receiving death threats; and Horrigan has been called in to assist in what should be a routine research operation. John Malkovich plays the professional assassin and master of disguise who is tracking the president, and using the past he begins to torture Horrigan in a psychological duel of cat and mouse.Malkovich, Eastwood and Rene Russo all give wonderful performances in this top notch thriller. The direction is excellent and the entire picture is charged with tension and intrigue throughout.A must see for thriller fans 8/10",1
"I grew up on this movie and I can remember when my brother and I used to play in the backyard and pretend we were in Care-a-lot. Now, after so many years have passed, I get to watch the movie with my daughter and watch her enjoy it. If you are parent and you have not watched this movie with your children, then you should, just so you hold them in your arms and watch them get thrilled over the care bears and care-a-lot! The songs, especially ""Forever Young"" are very sweet and memorable. Parents, I highly recommend this movie for all kids so they can learn how enjoyable caring for others can be! When it comes down to all the trash that is on TV, you can raise your children to have the right frame of mind about life with movies like these.",1
"I especially liked the ending of this movie--I really felt what the characters must have felt, which I think is a mark of good directing. I was tickled with how the new hire at the record store turned out--great character development there, even though his ""role"" would probably be considered minor.I was also impressed that the entire film, while dark in its subject matter, was free from gratuitous nudity, profanity, and violence. Sadness, sexuality, and darkness can all be communicated (often better) by what is left unsaid, but it seems that this is often unique to really ""classy"" films and actors. Kudos to the film-maker for that.",1
"A wonderfully thoughtful and involving movie that leaves an imprint well beyond it's initial liftoff. Based on a true story , one of the many ""small"" stories prior to WW II , that lend an understanding to the mindsets of the majority of common man cultures, impacted by others perceived as former enemies and perhaps future foes, with the darkening of war clouds on the horizon. Viewed at the Stony Brook Film festival, the film was enthusiastically received . Well written and expertly cast. The characters were most believable and drew one in to experience their trials and tribulations.",1
"A recent viewing of THAT'S ENTERTAINMENT has given me the urge to watch many of the classic MGM musicals from the forties and fifties. ANCHORS AWEIGH is certainly a lesser film than ON THE TOWN. The songs aren't as good, nor is the chemistry between the characters. But the film beautifully interweaves classical favorites, such as Tchaikovsky. And the scene at the Hollywood Bowl, with Sinatra and Kelly emerging from the woods above it at the top, and then running down the steps, while dozens of pianists play on the piano, is the best scene in the film, even though the scene in which Kelly dances with Jerry Mouse is more famous. Classical music enthusiasts will no doubt identify the music the pianists are playing. Sinatra then croons, ""I Fall in Love Too Easily,"" before having his epiphany about whom he loves. The color is beautiful, Hollywood looks pretty with its mountains and pollution-free air (Can you imagine Hollywood in the twenties, let alone the mid-1940s?!), and the piano music is absolutely glorious. MGM certainly had a flair for creating lyrical moments like these.",1
"Considering all the teen films like ""the Breakfast Club"" and ""Pretty In Pink"" that are lionized. It is surprising that this one is so ignored.There is no sex in it, but sex is thought of, including the idea that it may matter what others think about it. The kids do not always get along with their parents, but neither the parents or the kids are seen as always right or wrong, and the parents are not seen as monsters.It deals with hero-worship. How one girl does a dangerous thing, which could have lead to real dustier, before realizing that she was wrong.The movie is kind of ahead of its' time. One kid asks another kid what birth control she uses. She says she is doing nothing to need birth control. She replies (wrongly) ""oral sex"".",1
"House of Games is a wonderful movie at multiple levels. It is a fine mystery and a shocking thriller. It is blessed with marvelous performances by Lindsay Crouse and Joe Montegna, and a strong, strong cast of supporting players, and it introduces Ricky Jay, card sharp extraordinaire, prestidigitator and historian of magic. Its dialogue, written by David Mamet, is spoken as if in a play of manners and gives the movie (in which reality is often in question) an extra dimension of unrealness.On the face of it, House of Games is a convincing glimpse into the unknown world of cheats and con men, diametrically different from The Sting, which was played merely for glamour and yuks. At this level it does succeed admirably.However, you cannot escape the examination at a deeper level of the odyssey of a woman from complacent professional competence to incredible strength and self realization. The only movie I know of which treats the theme of emergence of personal strength in a woman in as worthy a way is the underrated Private Benjamin. That thoroughly enjoyable movie unfortunately diffuses its focus, hopping among several themes and exploiting the fine performance of Goldie Hawn to chase after some easy laughs. House of Games sticks to its business. As Poe once said of a good short story, it drives relentlessly to its conclusion.There is another strain of movies-about-women, epitomized by Thelma and Louise, a big budget commercial money maker with the despicable theme that women are doomed, whether or not they realize their inner strengths. What tripe.As usual you really ought to see this film in a movie theater. It should be a natural for film festivals. Nominate it for one near you if you get the chance.I bought the original version of House of Games and gave it to my 23 year old daughter. Better she should see it on a TV than not at all.",1
"I have been a Hindi movie buff since the age of 4 but never in my life have a watched such a moving and impacting movie, especially as a Hindi film. In the past several years, I had stopped watching contemporary Hindi movies and reverted to watching the classics (Teesri Kasam, Mere Huzoor, Madhumati, Mother India, Sholay, etc.) But this movie changed everything. It is one of the best movies I have ever seen. I found it not only to be moving but also found it to be very educational for someone who is a first generation Indian woman growing up in America. It helped me to understand my own family history, which was always something very abstract to me. But, to ""see"" it, feel it and understand it helped me to sympathize with the generations before me and the struggle that Indian people endured. The film helped to put many things into perspective for me, especially considering the current world events. I never thought that a movie could change the way I think like this before... it did. The plot is fantastic, the acting superb and the direction is flawless. Two thumbs up!",1
"I have seen this movie three times. Going back to VCR's, in the 1980's, and again on The Encor channel last night (Feb.11, 2010). Based on a true story which I remember being in the news, during the early 1980's, I've decided that I find it too disturbing to watch ever again. Yet it's hard to look away from a car accident. The creepiest character is Joshua John Miller, who plays Keeanu Reeves little brother. (The story this movie was based on can be found anywhere on the Internet -- just Google it. It's about Anthony Jacques Broussard who murdered Marcy Conrad in Milpitas, California, in 1981.) The characters portray Generation X pre-grunge, borderline sociopaths, with the exception of Keeanu Reeves, who grows a conscience.Old hippies did a great job raising that generation.For such a young kid, I thought Joshua Miller was excellent, as the serial killer in the making character. In actuality, he went to Yale, and has written screenplays as well as directed. His acting capabilities in this film were amazing. Just the way he treats his little sister by drowning her doll, and tearing up her dolls grave, gave me the shivers. It gave me nightmares. Even with whats happening in our world today, in 2010, it still is the most degenerate film I've seen to date. The apathy, and dysfunction, of these families, is enough to make one puke. This thrill kill almost makes the Manson murders pale in comparison. Crispon Glover got a little too much into character. He wound up on David Lettermen to discuss his role, and almost kicked the host in the head. Apparrently Glover had to seek psychiatric help after portraying his character. Also, fight the good fight to the great Dennis Hopper. You're one of the best!",1
"Turkish culture is complete with lots of different cultures. different cultures have different styles of music. Istanbul is like the mixture of turkey. it has mostly the same language but different dialects. this documentary shows us these different kinds of music with different dialects and different instruments. you can watch reportings with singers and groups, their performances , their daily life and learn their thoughts of music. the movie includes not only the music of Istanbul but the life in Istanbul , how people communicate and what they eat and drink. the surprising part is although i live in Istanbul i learned lots of things from this movie.",1
"Well,i'm not a movie critic or something like that.But I have my opinion for this movie.I think that the best in this movie was Amanda Bynes,she played her roll for my look very well,i have watched many her movies,this I liked most!When you are watching this movie,you just can relax,come down,and watch it.You don't have to try to look for subtext or something like that.You just watch it. Movie is really great. Maybe I liked it for actress,maybe for all the scenery,but i liked it.The whole atmosphere that was created.In one moment I just felt like I was in that university,in that room.It is not another drama movie that is made to win Oscar,it is just nice movie to watch in your free time.",1
"Having seen the movie years ago and been disappointed by its squandered potential, when I heard that it was becoming a TV series, I flatly refused to watch it. My best friend became a rabid fan immediately, and knowing my love for horror movies, could not believe that I wouldn't watch a single episode. I told him that the movie had scarred me for life as far as anything BUFFY was concerned, and he told me to forget that the movie even existed. He insisted that I give two episodes a shot: ""Once More With Feeling"" and this one.Both of them are why I am a BUFFY fan today. He was right - I was hooked immediately. I have never seen a show with the guts to dare try an episode that has next to no dialogue, and nothing else could've pulled it off with the panache and the pure creativity of BUFFY. I think X FILES might've gotten away with it if they'd thought of it first, but I'm glad that BUFFY did it instead. It is a credit to everyone involved that you are riveted for the entire hour, sometimes hanging onto the edge of your seat. And when it was all over, I craved to know more about every character. So I went out and bought the Season One boxed set. And the rest is history...I guarantee you that if you've never seen it, either, you'll want to see more if you make this episode your first. The only reason I'm not giving it 10 out of 10 is because I'm reserving that score for ""Once More...""",1
"STAR RATING: ***** Unmissable **** Very Good *** Okay ** You Could Go Out For A Meal Instead * Avoid At All Costs Stuck-up career bitch Kate (Franka Potente) heads to the London underground to catch a train to take her to meet George Clooney. However, after a hectic working day, she dozes off and awakens to find herself alone in a deserted platform. As she races off on a situation taking her from one daunting encounter to the next, however, she learns of something far more malign and evil waiting for her out there.In a lot of ways, the British Film Industry is really becoming one on it's own, especially in the horror thriller department, with films such as Creep and the successful 28 Days Later (which this has strong echoes of in parts.) In terms of succeeding in what it set out to do, Creep does cleverly create (especially at the beginning) a scary sense of isolation and tense fear. At it's clever running time, it also (though inadvertently, I suspect) manages to pay homage to some of those pioneer high-concept horror films from the 70s that rely on shocks and fear through-out without really focusing too much on character development and such.Of it's weaknesses, some scenes are a little predictable, but these don't really succeed in making it less scary or effective in any way. I'm not sure if the ending was meant to make it come off as some sort of morality play and it's not exactly perfect, but it's certainly very effective and serves it's basic function very well. ***",1
"This game show lasted just one season, but was intriguing to audiences because it required visual aptitude and a steady hand. One false move would disqualify the contestant from winning the prize, even though it was clear the contestant knew the correct answer. It was always exciting as the contestant began drawing, wondering if they would complete the drawing or be buzzed out; allowing the other contestant to easily win the contest. It was a light-hearted show, but it was clear that the contestants were often times embarrassed from a silly mistake made unintentionally. Rarely seen, the game show did not survive past one single season. Only a seasoned game show addict will remember this show, as it proved to be quite unpopular, even though game shows were making a big return to the TV screen after the scandals of the 1950's game shows. But it was a unique concept for a game show, and one that has as yet never been seen again.",1
