text,data
"Brilliant technology. But what good does it do if the content is hollow and foolish. I have left after < than 30 minutes of watching, being bored and irritated. The theatre administration returned my money, but the time waisted and aggravation remained. I have been had and no thanks to the stars whose names were the main attraction. George, Meryl, Bill - I hope you were well paid. You might have even liked it. So I apologies for my limited mind. A lot of people seemed to like it too. Look at the comments. Oh well...Wish to know - what is remotely redeeming in a story about Mr Fox the husband, the father, the citizen, the ...whatever.",2
"OK I watched this movie. Someone needs to kick me. WHY must the Olsen twins insist on subjecting the world to this putrid torture? This was another movie of watching the Olsen twins travel to an exotic location, meet some cute guys,look pretty and have everyone drooling over them.the direction,the plot development,ugh the acting. i don't know about the U.S., but in my country it is considered extremely stupid to hop onto the bike of a guy u met like,10 minutes back. though i'm now convinced that these girls will never learn to act, i really hope that one day we'll get to watch a movie with an original,even slightly plausible plot.",2
"Ladies and Gentlemen, may we present the worst of all Disney remakes. Although the name of this movie is ""That Darn Cat"", it should have been ""That Darn Teen"" or ""FBI Agent"". The cat didn't get any real good scenes, Ricci's character was more annoying than funny, Doug E. Doug didn't get any good lines, even Dean Jones's cameo role couldn't save this movie! The only really good characters were the town's only two auto mechanics, but their scenes were only brief. In all, I'd say that if you are considering watching this movie, go get something more intelligent like a Barney video.",2
"Wow, what's this on the video rental store's shelf in front of me? Nothing other than a questionable ""sequel"" to 8MM. It wasn't a very good sequel to a movie that had a very definitive end and an abundance of emotional depth far greater than this movie.Basically, from the plot outline verbatim, an American diplomat, David Huxley, and his fiancée, Tish Harrington, venture into the sordid underworld of sex and pornography in Budapest, Hungary to find out who is blackmailing them with a porno video taken of them with a prostitute, Risa. The entire story is based around the various characters who make up these various sex clubs and strip joints throughout the city. The mystery is solved when, in the end, Tish finds out that the ransom money for the video and (essentially later on in the story) her fiancée which came out of her trust fund money is basically going back to her future husband as the story unfolds til the bitter end.I didn't like how this had nothing to do with the original 8MM at all. The only thing close to the original is the type of thriller that it was, the fact that David ends up with some kind of bondage contraption over him to keep him prisoner looks like the kinky world of the first film, and the fact that the entire movie has sex emblazoned throughout almost every key scene. Otherwise, its a totally different movie. It made for a lousy love story, even before the end is known, which makes the ending more of a possibility because I didn't believe the words coming out of David's mouth the whole time. But we were warned that he was a liar about most things that might get him in trouble.There were ridiculous nude scenes in most of the ""shocking"" moments of the film, which were trying to stir emotions in the audience to cheer for Tish to figure out the plot so she can leave this ""hellish"" sex debauchery. I counted at least 11 ridiculously filmed sequences when there was nothing but sex to be shown. Even the menu screen on the DVD is nothing but film with naked women on it to make the DVD seem totally provocative.David was no heroic person throughout the film. You could guess he was the main problem long before the end. The actors who played each role were all new to me, which might explain how they got so many of them to strip down to gain acting ""respect."" There were plot holes (How did David and Richard finally impress Tish's father by getting the lease they wanted when David was so wrapped up in this damn investigation to try and find a prostitute?) There were cheesy technology moments (like the talking email program dressed up like a bondage queen), and a gay brother character which did nothing but show how the director was trying to get a Joaquin Phoenix knockoff to play this character. The tag line featured on this profile for this video is complete BS, too, because it wasn't even about a last breath. Nobody really dies. But they did have a good car crash sequence that came out of nowhere...but that was a good 10 seconds long out of an hour and 3/4 long movie.Go rent (and maybe buy) the original. It's one of Joel Schumacher's better and more original films. It has everything better about it from this film. I wouldn't recommend seeing this unless you want to compare apples to oranges.",2
"I can see why Laurel and Hardy purists might be offended by this rather gentle 're-enactment', but this film would be an excellent way to introduce children to the pleasures of classic L & H. Bronson Pinchot and Gailard Sartain acquit themselves reasonably as the comedy duo and there's a reasonably good supporting cast. I enjoyed it.",2
"**SPOILERS** I rented ""Tesis"" (or ""Thesis"" in English) on the strength of director Alejandro Amenabar's later effort ""The Others"". Based on what a brilliantly measured and horrifyingly effective creepfest that film was, I assumed his earlier efforts would be of a similar quality and I was in the mood for some good horror. Instead I wound up with the most tedious, preposterous excuse for a lame-brained slasher movie I've seen since the German film ""Anatomie"" (which this one kinda reminded me of).The plot has potential but it's thrown away within the first 20 minutes. It revolves around innocent-n-pretty psychology student Angela's (Ana Torrent - a Jessica Harper deadringer) thesis on the subject of violence in films. Through some far-fetched circumstances too dumb to go into here, she winds up in possession of a 'snuff' tape on which two men torture, mutilate and kill a young girl for the camera. Angela, and her horror-buff friend Chema (Fele Martinez) are both shocked yet intrigued by the tape and decide to get to the bottom of who's responsible for it.This leads to... well, nothing.They never really give a reason for why they want to find the girl's killers (since they resolutely refuse to contact the police throughout any of the unfolding events, even when their own lives at risk) and the mystery itself is as limp as Graham Norton in a room full of bunny girls. There is only one proper 'clue' (the type of camera the killers used is discovered) and that's a) a really weak one and b) wheeled out in the first 20 minutes. The rest of the so-called 'unravelling' just occurs through blind luck, increasingly ridiculous plot twists and a SLEW of awful, transparent and thoroughly pointless red herrings that are chucked in merely to pad out the running time.Seriously - Amenabar might know his stuff about ghost stories but he's clearly never read a detective book in his life. The key to a good whodunnit is to have a large cluster of potential suspects and to eliminate them one by one with clever deduction and the gradual discovery of more and more evidence, before moving in for the final twist. In ""Tesis"", *POTENTIAL SPOILER AHEAD* the killer's identity is guessed correctly by the amateur 'detectives' almost instantly and then we get 100 minutes of the writer trying feebly to throw us off the scent until he runs out of ideas, throws his hands up and says ""OK, ya got me, it was him after all""! As for any kind of logic or motive behind the crimes - no such luck. You're watching the wrong movie if that's what you're after.The only thing that drags ""Tesis"" down further from just being a dumb, badly written thriller is the way it actually tries to make some ludicrous, muddled-up 'point' about violence in films. I have no idea what stance it's attempting to take on the subject but it seems determined to cram in a ton of misguided, confused psychobabble, in between the rest of the gibberish, and say ""look at me! I'm political!"". The final scenes, in which the ""point"" of the movie is supposedly hammered home, are so utterly absurd and puerile, one can't help but wonder if Amenabar feels embarrassed now when he watches this. If he doesn't, he certainly should. This is total 'amateur night at the slasher house' stuff.Overall I can't believe I wasted two whole hours (it felt like at least six) on this, just hoping something might happen. The urban legend of 'snuff films' (and that is basically all they are, despite the way this film tries to suggest they're some kind of criminal phenomenon sweeping the world!) is an area that can be so tantalisingly exploited in good horror films (""Videodrome"" anyone?) but it's so easy to step over the line into childlike 'wouldn't it be cool if!' territory with it (ie: ""My Little Eye"")... ""Tesis"" hits an all-time low for the 'snuff movie' genre. On every level, this one is better left dead and buried. I'll award it a 1 out of 10, for some nice lighting, but that's all it's getting.",2
"honestly I don't know why this show lasted as long as it did. ah well, humor is subjective eh? but yeah, this show is incredibly unfunny if you ask me. Tim Allen is annoying. Jill is annoying. the boys are annoying. Al is annoying. the neighbor is annoying. it's just more annoying then funny. the plots are all the same, Tim makes Jill mad and has to make things right again. and the latter seasons? less said about them the better, who the hell things cancer would be good for a damn sitcom? yeah, great idea jerks. so yeah, home improvement isn't a very good sitcom. I'd recommend you go watch News Radio or Seinfeld. if i had to give this show a rating I'd give it a 1/10 seeing as it never made me laugh once. ever. so yeah, it's still better then The Nanny though.",2
"What a cast...and what a waste of it. Seriously, when a movie has Gabriel Byrne, Jamie Foxx, Thandie Newton, Stuart Townsend, Hal Holbrook, Melanie Griffith and Sylvester Stallone in it you would expect some quality. The movie is however one big mess with a unlikely story that can't seem to stop putting twist and turns in it. Yeah, I think that they thought they were really being clever with all of it.The story is not only messy and unlikely, it also isn't exactly terribly original. It uses elements from earlier and much better poker game based movies. But to me it were really the many pointless twist and turns in the movie that did it. It made the story such an unlikely one to watch. On top of that the script remains filled with a lot of holes silly poker game errors and things that just don't make an awful lot of sense. Why would any one above all things want to play against a card player that is known as the best cheater in the game. This is what the movie is about and builds up to but just didn't ever made a lot of sense to me.Despite that the movie has a great cast, it still feels as if most actors were miscast in their roles. I don't know what it is about Stuart Townsend. He is a good actor but in most roles he plays he always feels out of place. Perhaps it are his looks, I don't known. This basically also was the reason why he got replaced in ""The Lord of the Rings: The Fellowship of the Ring"". Also Thandie Newton isn't much good and actually quite annoying in her 'strong' female role. And what was the point of having Melanie Griffith in this? Oh, I guess I could go on about the movie its casting and could complaining even some more about the way too limited screen time the Jamie Foxx character gets but I guess you get my point by now.Damian Nieman just isn't much of an original writer/director and on top of that he also doesn't handle his own material very well. Scenes often feel disjointed, it tries to put in way too many characters and everything about the movie is shallow and in a way predictable. On top of that the movie features some bad editing at times, which also doesn't help to make this movie look like one seamless whole. The movie was also one major box office bomb and no wonder that Damian Nieman hasn't made a movie ever since.A too big mess to make you enjoy this movie.4/10",2
"Terrible. There's no way to get around it. A script at the level of one from some Mexican soap opera, a choice and use of the places of shooting that make the movie labyrinthine and at the same time, repetitive and monotonous, with disastrous performances of almost the entire cast. The references to Tarantino's work, so poorly made, are more an insult than anything else. I suspect that was not for the shameless and plot-unrelated exploitation of Matadinho's generous curves , nobody would take the effort to go watch this film to any theater.These are the kind of films that make me have no desire to watch Portuguese cinema.",2
"This movie was a failure as a comedy and a film in general. It was a very slow paced movie that seemed to be trying to convey a message, but the message was a cliché, hopeless mess to begin with. This movie falls on shameless environmental point, even making a self-righteous point of destroying an SUV and promoting Animal Planet.In sitting through this, I couldn't help but notice that Steve Carell got no more than a single truly funny line. The only thing that could hypothetically mark this as a comedy is the pitiful attempt to give comic relief lines to Wanda Sykes. Her character gets frequent, cringe-worthy lines where they absolutely do not fit.Far from the brilliance of Bruce Almighty, Evan Almighty blows its whole record-breaking budget on special effect plot devices that turn out to barely advance the plot. The movie spends the first half building up to the construction of Evan's ark, but by the end, we learn that the ark was completely meaningless, and the whole plot was a just a vessel for the stupid gags and even stupider messages. The movie concludes when we learn that the whole ark, flood, and animal gathering was just a weak political statement by none other than God. Yes, God was trying to influence politics.",2
"This film is likely to be a real letdown unless you understand the circumstances under which it was made. The Marxes were chosen to be cast in the film version of a play that was not originally written for them. They are sort of force-fitted into the roles. Ironically it might have been funnier if it had used different actors who did not have such high expectations placed upon them. Instead, it has been forever enshrined as part of a canon to which it really doesn't deserve to belong.",2
"I rated this movie a 1 since the plot is so unbelievable unbelievable. Judge for yourself. Be warned, the following will not only give away the plot, but will also spoil your appetite for watching the movie.A computer virus, designed by a frustrated nerd, sends out a code through television screens and computer monitors. When the code - in the form of light - enters the eye it can access the 'electrical system' of your body. What it does is forcing the body cells into excretion of calcium. Within seconds after infection the patient reaches for his neck, develops tunnel vision, his skin will turn white of the calcium, after which he falls and his hand and scull will crack in a cloud of chalk. This virus is very intelligent. When it finds out that a blind computer expert is trying to disassemble the code with a braille output device - operated by hands - the device is set on a very high voltage, which causes severe burning wounds on the skin of the expert's head. The virus also senses aggression against remote controls and the keyboard of an ATM. Fortunately it could be stopped by throwing over outdated desktop pc's in a rack and electrocuting the nerd with his back on a broken computer and his feet in some spilled water.Oh dear...",2
"If you don't mind having your emotions toyed with, then you won't mind this movie. On the other hand, if you enjoy British crime mysteries, following clues and seeing how they all logically fall into place at the end, you'll be very disappointed.Here are some of the logical inconsistencies that lead to that disappointment: * While the police utilize the CCTV cameras early on to gather clues about the mystery, the huge truck that stopped and blocked the children's view just before her disappearance doesn't get caught on camera. This is a critical piece of the mystery. It's inconsistent to have the car the children were in caught on camera and not the big truck that is so critical to the mystery.* The movie goes to great lengths to show the sophistication of the equipment in tracking down the children's movements but misses the opportunity to utilize the same sophisticated equipment is tracking down vehicles that may have entered the crime scene from camera-visible locations adjacent to the crime scene as part of developing clues.* In England, driving is on the left. The director goes out of his way to have the car at the crime scene park on the right, several meters away from the flower kiosk, when it could have easily parked immediately behind, or even on the side; as the huge truck did.* The police forensics team is so meticulous as to find a discarded cell phone in a sewer drain several miles from the scene of the crime, but can't find any blood evidence from the head injury right at the crime scene, even though they secured the scene just hours after the disappearance and with no intervening rainfall.* Search dogs were not used at all to find the missing children; this from the country that is well known for developing the hound dog for search and hunting.* It is illogical that such a highly publicized news story would not turn up the presumably innocent truck driver that stopped at the flower kiosk.* It is illogical that the mother would go to such extremes and expend so much effort to leave carpet fiber clues under her fingernails for her eventual murder investigators even coaxing her daughter to do the same-- while she simply could not have crawled out of the unguarded mobile home. If she had enough sense about her to ask her daughter to get carpet fibers under her nails, she could of just as easily asked her daughter to call out for help or even leave the mobile home that was in a crowded residential park.* The suspect that abducted the little girl was portrayed as mentally slow/dimwitted --justifying his unknowingly drowning of the mother but, he was smart enough not to cooperate with the police and also fully exercise his rights not to self-incriminate.There are more inconsistencies like this that will lead to a true sleuth aficionado's disappointment. 'Five Days' is a very weak British crime story.",2
"OK, normally I am fascinated by Z movies. Some of the actors, directors, writers, etc. in those movies have a shred of talent. They want to get that talent out so unfortunately for them, they have to associate with crappy people to make their films. But some Z films do have at least one thing that may be noteworthy about them.Not here.As soon as I saw it I thought...'Wow, a Blade knock-off.' Believe me, if this movie could have lived up to that label that would have made it a better movie.Instead I was subjected to some of the most horrible acting I have ever seen in my life. Master Kao was bad, so bad that I believe some of my neurons in my brain exploded trying to comprehend his acting. I am still trying to make sense of his enunciation and why he would raise his voice in speaking certain words...to add dramatic effect I'm sure...but it was for no apparent reason. Simply mind boggling.Oh and then there is the black guy in the purple cape near the end of the movie. Purple cape guy fights the hero for about 30 seconds, but he is so bad that it actually looked like he was scared of fighting.The main hero and the main villain did decent jobs. The main hero (Derek Washington) seemed like he actually knew martial arts.",2
"...and not in a good way. BASEketball is a waste of film in all most every single way. It is offensive to all the senses. This doesn't necessarily bother me, I've seen plenty of bad movies, really bad movies before and will see them again. BASEketball though is a caliber film where you regret wasting ninety minutes of life sitting through it. The reason BASEketball offends me is that it stars Trey Parker and Matt Stone in a film they didn't write. Any respect I had for David Zucker has long since depleted. His recent spoof films are lazy messes that look and feel as if they were made by pre-pubescent boys snickering at penis jokes. ""Airplane"" was a revolutionary and very funny comedy, watching BASEketball you will be amazed to discover that they were made by the same person.I have so much respect for Trey Parker and Matt Stone. These men are the funniest and smartest comedians in mainstream entertainment today. Their pictures and South Park episodes are as relevant as they are funny. Every joke even the fart jokes have intelligence behind them. It's easy to forget that there is a mature way to approach immaturity. I imagine BASEketball was a major growing experience for them because they hate the film for all the right reasons. It is a stupid mess with no sense of dignity or class. Parker and Stone have essentially whored themselves out. The film plays like a 90 minute episode of Family Guy.Parker and Stone have never been great actors. They've been serviceable in their films. I can't really find a way to describe their performance in BASEketball, other than the fact that it feels like they are spoofing a spoof film spoofing a spoof film. Every line is delivered in such a silly winking way. It's like they are trying to make fun of the worst of these type of pictures and yet they become them in the same way. I am reminded of the South Park episode ""How to Eat with your Butt"" where Cartman sits in a movie theater watching a gross out comedy with no plot or plausibility except to gross out, Parker and Stone use the same voices they did in that scene for this entire picture. Really it's sad.And yet that is not my problem with BASEketball. My biggest gripe with the picture is that I sit there knowing that Parker and Stone are knowingly following this piece of crap script. I know that if they took the damn thing and rewrote it that this could have been salvaged to the point of being watchable. There isn't any indication that Zucker let them improv scenes either. Parker and Stone are merely tools to a bad director. BASEketball has some funny concepts and I think Parker especially if he were allowed to take Zuckers script could have elaborated on them more. Instead we get potty humor. Don't rent BASEketball you can get the same laughs watching a group of grade schoolers joking around",2
"Nothing but the void, a pleasant one for those who have known the eighties, but well, quite boring for those who are not interested in it. NO screenplay in this film, but a hero wandering in an underground New York full of arstists and night clubbers. It is aimless, pointless and naive. But not entirely unpleasant.",2
publicity got me to the theatreadvice will take you away from this waist of time.very bad everything.do you really want to see a monkey talking with a technological device?X,2
"DANGER: Watch for falling spoilers...Boy, was this a bad movie. I know that they were going for a ""true love conquers all"" kind of thing, but about all this film conquered was about 3(which felt more like 9) hours of my afternoon which I will never get back. The movie is about two young lovers named Kai and Gerta who live in a remote town in a fantasy world. Kai is the much-abused bellboy at a hotel owned by Gerta's father. At first Gerta ignores Kai's advances but she eventually warms up to him much to the disgust of (You Guessed It!) Gerta's father. As if this obstacle wasn't enough to overcome, an evil snow queen shoots a shard of glass in Kai's eye and he becomes a mean person treats Gerta poorly. Kai is eventually taken to the Snow Queen's fortress (Which is the same set as the hotel just covered in ice, because the good people at Hallmark like to go all out) and Gerta sets out on a mission to get Kai back. Along the way she runs into the 3 other seasons that are evil in their own special way, but Gerta escapes them with the help of some dull and forgettable characters she meets along the way. (All the while you will want to turn it off, but can't force yourself to do it. It's probably the most evil and most effective spells cast by the Snow Queen) Anyways, I will spare you from the ending because anything you can think up in your head right now is probably better then how they ended it. So, in conclusion, the Snow Queen is an incredibly boring movie, which takes the fan out of fantasy.",2
Who actually created this piece of crap this is the worst movie i have ever seen in my life it is such a waste of time and money. I hate it how they create low budget sequels featuring D-Lister actors and a storyline so similar to the 1st one.I found this movie in the bargain bin sitting right next to Wild Things 2 and Death To The Supermodels for $2.99 what a fool i was to actually think that this could be good instead i watched in disgust as poor acting stereotypes ripped of the storyline and script from the 1st one.Whoever thought that this straight-to-video production was actually even a half decent film you must be on crackd or something because I think what pretty much most of the people who've seen this film thinks WHAT A LOAD OF CRAP!!!!,2
